x, y
0.8908615419819879, 0.026522768622564818
0.8908092381621746, 0.04028800521104407
0.8922737451169481, 0.054543145001642666
0.8950916134093918, 0.08939812906248663
0.8978571778820222, 0.13201094884170733
0.9003350713456792, 0.22858935997552302
0.900400451120446, 0.16460277543357263
0.9054020038900966, 0.31684722720830183
0.90582697242608, 0.4251610938397289
0.9103774047498407, 0.6153050455098728
0.9119726712541476, 0.8475757274349557
0.9166146352625816, 1.3382325155501944
0.926421601477583, 2.0924777864187045
0.9316454454814403, 2.923388832590098
0.9442833559438388, 4.934523231056081
0.9682058155309655, 6.37745817509739
0.9868782792043282, 5.757034671677944
0.978915022637747, 6.103902285328843
0.9576992857259607, 5.876806578759751
1.0011964498782302, 4.9390244727143156
1.0011964498782302, 4.9390244727143156
1.0147562151648388, 4.067835654300025
1.0299308608881843, 3.1883845534344433
1.0403131691211325, 2.6190149336144155
1.0541148395743778, 1.9807791201055285
1.0677857504780897, 1.5130626382501355
1.0778215459047744, 1.1911819653439417
1.0924470015200798, 0.9063919753605393
1.1040846014285481, 0.7257096316588365
1.1153233847109396, 0.5832122551704981
1.131328353573822, 0.423002200317679
1.1519556725127083, 0.2742540506076841
1.1934195256697342, 0.13192070618788646
1.231326719079453, 0.08149602805416606
1.2672921331786013, 0.04928938267598968
1.3050097252414967, 0.031296030582509585
