x, y
0.8054624801817558, 0.031565892326102477
0.8099867605956097, 0.04671147134798939
0.8140664585410503, 0.07097615172865
0.8203298409636979, 0.09894212278303623
0.826207482715222, 0.14480012658171115
0.8302348768408493, 0.23487479914561304
0.8392180578937906, 0.412559099168705
0.8490773279286052, 0.6124597843796135
0.8586946927967833, 0.8753259632929701
0.8702342230431017, 1.2649687664016525
0.8867753060590706, 1.9747681561834123
0.9083963975744104, 2.772175613136217
0.9276834311305797, 3.2170995614173608
0.9442833559438388, 3.5322584187748185
0.963792680734215, 3.5322584187748185
0.9962864287932529, 3.108488381067299
1.0201173566957062, 2.6333819581599376
1.0370899462251353, 2.2470529493308202
1.0596328925646852, 1.7748164167524796
1.0862751507821056, 1.340573221346705
1.1112502247429759, 0.9758665810591141
1.1530867426161717, 0.5829907305338617
1.1804285644235957, 0.4478075248297443
1.2074304114022327, 0.3207714026334716
1.2401856785603376, 0.2319661918070881
1.2733724522319023, 0.15581610605685967
1.315954299537438, 0.10444220863371582
1.3507101878034031, 0.06775127302377904
1.395541099360913, 0.04843549683581492
1.4423137902289929, 0.03367438434923743
1.4882430820025827, 0.02478850455453635
