x, y
0.9874666971772283, 0.026398117590287283
0.9877216782988183, 0.038192485842109186
0.9885520014383551, 0.053164255070657584
0.9886892989653651, 0.08115000206087315
0.9886892989653651, 0.10748538653897399
0.9886892989653651, 0.1371747312764304
0.9886892989653651, 0.18941662752697788
0.9886892989653651, 0.26129620564783634
0.9895784639021918, 0.3475432834123467
0.9895784639021918, 0.48169240717510514
0.9895784639021918, 0.6563055447132111
0.9895784639021918, 0.8300494487542492
0.9895784639021918, 1.1342118369122323
0.9895784639021918, 1.5968081326395678
0.9895784639021918, 2.3056837885322015
0.9908795214200488, 3.1424473647623903
0.9908795214200488, 4.183182292431457
0.9908795214200488, 5.63071216773472
0.9908795214200488, 7.139210134779057
0.9900753501904187, 10.031151014042857
0.9914940913028555, 12.031390259251351
0.9914940913028555, 15.13689576367687
0.9909449011948155, 22.970198579430647
0.9990912211307432, 31.78818147220436
0.995338422059136, 57.34530302842399
0.9935470162305291, 42.970472402704644
0.9916967686046322, 31.121401372204424
1.0023667478465537, 22.510606137116604
1.0043542929994607, 16.20575751575938
1.006394141972181, 11.709420546531113
1.0086497442016313, 6.735555684998338
1.013180562592962, 5.032974943288367
1.0153577090926922, 2.841483913066244
1.0205030973668296, 1.739305526029716
1.0236347885781534, 1.2790795666760706
1.0269364672038706, 0.8364438620349605
1.0332913813111915, 0.5577294958314126
1.0363969206126085, 0.3759206584963653
1.0447786077376964, 0.22110712390971393
1.0515781043134307, 0.1252682737854571
1.039397852274399, 0.2928846568700364
1.0476749317598602, 0.16494080473835454
1.0587960314476716, 0.08780936163723546
1.0675896111537897, 0.05960493874292459
1.074565633121394, 0.043293749472271784
1.0846798842777987, 0.029808307433447985
1.0928523561236332, 0.0237847847975502
