x, y
0.7204295451202171, 0.03199085003278174
0.7271636619211846, 0.05413851487350802
0.7417302757392001, 0.11008062932132955
0.7602654418855527, 0.25542687928957897
0.7818603814909858, 0.5340901332653945
0.8081430509471895, 1.0196015621250225
0.8393357414883706, 1.5855644120360417
0.8726728886418986, 2.1254873072494695
0.8981513868684723, 2.3308724553638624
0.9211389156764356, 2.4384818539681907
0.9384841699220347, 2.4384818539681907
0.961883591311028, 2.3452620489321765
0.9975199599086871, 2.056019072940003
1.0281198747372655, 1.7596428231133043
1.070756206459102, 1.33552344669102
1.1300447673102862, 0.9185010422152778
1.1707327816860116, 0.6841401150618723
1.2023068551876457, 0.5119061653404562
1.2504350881535542, 0.3479483265174464
1.2955209821763183, 0.256775956978675
1.32289767401284, 0.2117890698791108
1.3607787166415952, 0.16146464425134183
1.4093580700668384, 0.11360124268694459
1.4656805683810454, 0.07960490195569009
1.5321303941084283, 0.05085803194025623
1.5940646565906853, 0.03858429358733245
1.6574067635982082, 0.024251334782371316
1.624618805575563, 0.03009123117968027
1.5591387798694547, 0.04615987849766784
1.5039756829289965, 0.0590609325510006
1.4876067661654147, 0.07062108970532929
