zs,factor,N,seed,excess,err,runtime
10.0,1e-05,40000,42,0.0017496988966841168,3.666571435339255e-05,98.51494002342224
10.0,3.162e-06,40000,42,0.0017933812766031815,3.944623425726396e-05,184.1413390636444
10.0,3.162e-05,40000,42,0.0016661667118164497,3.612614524054953e-05,89.61426973342896
10.0,0.0001,40000,42,0.0016045164122377217,3.845563806989302e-05,56.12574291229248
10.0,1e-06,40000,42,0.0017263086725654402,3.695584344308579e-05,297.7790229320526
