z,sigma8,xi_min,alpha_hill,alpha_pareto,tail_event_count
0.5,0.81,0.0001603718743751331,1.0848761636028785,1.0848761636028785,228093
0.5,0.81,0.00018587918911465635,1.092076723406866,1.092076723406866,195528
0.5,0.81,0.00021544346900318823,1.0982309899943599,1.0982309899943599,167290
0.5,0.81,0.0002497099786006541,1.105272363940361,1.105272363940361,143098
0.5,0.81,0.0002894266124716752,1.1135676463948565,1.1135676463948565,122402
0.5,0.81,0.00033546021859540435,1.1202451299771756,1.1202451299771756,104416
0.5,0.81,0.00038881551803080855,1.1300445611110619,1.1300445611110619,89220
0.5,0.81,0.0004506570337745473,1.139307450249958,1.139307450249958,76081
0.5,0.81,0.0005223345074266843,1.15053476972025,1.15053476972025,64887
0.5,0.81,0.0006054123584037269,1.158415002590476,1.158415002590476,55087
0.5,0.81,0.0007017038286703822,1.1685958622617105,1.1685958622617105,46805
0.5,0.81,0.0008133105582266928,1.1731821460578336,1.1731821460578336,39536
0.5,0.81,0.0009426684551178855,1.186117831557661,1.186117831557661,33584
0.5,0.81,0.001092600861117378,1.1929812803183704,1.1929812803183704,28344
0.5,0.81,0.0012663801734674022,1.2073113965928035,1.2073113965928035,24032
0.5,0.81,0.0014677992676220691,1.2212068585394884,1.2212068585394884,20322
0.5,0.81,0.0017012542798525892,1.2333027236519083,1.2333027236519083,17125
0.5,0.81,0.001971840556512642,1.249174533698643,1.249174533698643,14444
0.5,0.81,0.0022854638641349886,1.2672617595590552,1.2672617595590552,12170
0.5,0.81,0.0026489692876105267,1.2890930062494543,1.2890930062494543,10250
0.5,0.81,0.00307029062975785,1.3085299748701773,1.3085299748701773,8584
0.5,0.81,0.0035586235730509655,1.3302499042913778,1.3302499042913778,7183
0.5,0.81,0.004124626382901348,1.3447568955779754,1.3447568955779754,5962
0.5,0.81,0.00478065253300738,1.3642891420416368,1.3642891420416368,4951
0.5,0.81,0.005541020330009492,1.3953081272084153,1.3953081272084153,4133
0.5,0.81,0.006422325422229356,1.4317935769555028,1.4317935769555028,3448
0.5,0.81,0.007443803013251681,1.4472388691132492,1.4472388691132492,2817
0.5,0.81,0.008627747685955867,1.4611077354629554,1.4611077354629554,2293
0.5,0.81,0.01,1.5117434466465673,1.5117434466465673,1905
0.5,0.87,3.1622776601683795e-05,0.5374581755095342,0.5374581755095342,498654
0.5,0.87,3.665241237079626e-05,0.5837683374647786,0.5837683374647786,498654
0.5,0.87,4.248201698162608e-05,0.6388116350171757,0.6388116350171757,498654
0.5,0.87,4.9238826317067415e-05,0.7053155761053667,0.7053155761053667,498654
0.5,0.87,5.707031326057167e-05,0.7872754484248786,0.7872754484248786,498654
0.5,0.87,6.614740641230145e-05,0.8907877686640406,0.8907877686640406,498654
0.5,0.87,7.666822074546222e-05,1.0256407681519535,1.0256407681519535,498654
0.5,0.87,8.886238162743407e-05,1.062266540740334,1.062266540740334,441895
0.5,0.87,0.00010299603658099899,1.0662515077757098,1.0662515077757098,379075
0.5,0.87,0.00011937766417144357,1.0718297140185233,1.0718297140185233,325439
0.5,0.87,0.00013836480680324593,1.0778171444293674,1.0778171444293674,279246
0.5,0.87,0.0001603718743751331,1.0826993940202299,1.0826993940202299,239178
0.5,0.87,0.00018587918911465635,1.089270350428465,1.089270350428465,205007
0.5,0.87,0.00021544346900318823,1.0941021036465346,1.0941021036465346,175267
0.5,0.87,0.0002497099786006541,1.1023117678094594,1.1023117678094594,150164
0.5,0.87,0.0002894266124716752,1.1098660417072557,1.1098660417072557,128431
0.5,0.87,0.00033546021859540435,1.1177635800528727,1.1177635800528727,109730
0.5,0.87,0.00038881551803080855,1.1263507102409072,1.1263507102409072,93707
0.5,0.87,0.0004506570337745473,1.1357045425333445,1.1357045425333445,79954
0.5,0.87,0.0005223345074266843,1.1454796563628458,1.1454796563628458,68147
0.5,0.87,0.0006054123584037269,1.1567096493980407,1.1567096493980407,58059
0.5,0.87,0.0007017038286703822,1.1651258229465062,1.1651258229465062,49276
0.5,0.87,0.0008133105582266928,1.1699472756931513,1.1699472756931513,41641
0.5,0.87,0.0009426684551178855,1.1832643343848748,1.1832643343848748,35402
0.5,0.87,0.001092600861117378,1.189058457858349,1.189058457858349,29860
0.5,0.87,0.0012663801734674022,1.2015540667919127,1.2015540667919127,25293
0.5,0.87,0.0014677992676220691,1.2156187555071414,1.2156187555071414,21407
0.5,0.87,0.0017012542798525892,1.2292754570792124,1.2292754570792124,18074
0.5,0.87,0.001971840556512642,1.244528950540568,1.244528950540568,15250
0.5,0.87,0.0022854638641349886,1.2595811492070195,1.2595811492070195,12834
0.5,0.87,0.0026489692876105267,1.2794162960720812,1.2794162960720812,10807
0.5,0.87,0.00307029062975785,1.304225325193549,1.304225325193549,9098
0.5,0.87,0.0035586235730509655,1.3252690424314888,1.3252690424314888,7616
0.5,0.87,0.004124626382901348,1.3374388059230669,1.3374388059230669,6315
