z,sigma8,xi_min,alpha_hill,alpha_pareto,tail_event_count
5.0,0.75,3.1622776601683795e-05,0.21936221382313764,0.21936221382313764,497575
5.0,0.75,3.665241237079626e-05,0.22670243411418892,0.22670243411418892,497575
5.0,0.75,4.248201698162608e-05,0.2345508925650989,0.2345508925650989,497575
5.0,0.75,4.9238826317067415e-05,0.24296226790951267,0.24296226790951267,497575
5.0,0.75,5.707031326057167e-05,0.2519993740952598,0.2519993740952598,497575
5.0,0.75,6.614740641230145e-05,0.26173473170133854,0.26173473170133854,497575
5.0,0.75,7.666822074546222e-05,0.27225251823839713,0.27225251823839713,497575
5.0,0.75,8.886238162743407e-05,0.28365100837263363,0.28365100837263363,497575
5.0,0.75,0.00010299603658099899,0.29604565392976745,0.29604565392976745,497575
5.0,0.75,0.00011937766417144357,0.3095730083154972,0.3095730083154972,497575
5.0,0.75,0.00013836480680324593,0.32439577837499023,0.32439577837499023,497575
5.0,0.75,0.0001603718743751331,0.3407094005778886,0.3407094005778886,497575
5.0,0.75,0.00018587918911465635,0.3587507065433624,0.3587507065433624,497575
5.0,0.75,0.00021544346900318823,0.37880949565250316,0.37880949565250316,497575
5.0,0.75,0.0002497099786006541,0.40124421993938936,0.40124421993938936,497575
5.0,0.75,0.0002894266124716752,0.42650359341173794,0.42650359341173794,497575
5.0,0.75,0.00033546021859540435,0.4551569119018758,0.4551569119018758,497575
5.0,0.75,0.00038881551803080855,0.4879374747965025,0.4879374747965025,497575
5.0,0.75,0.0004506570337745473,0.5258062264886996,0.5258062264886996,497575
5.0,0.75,0.0005223345074266843,0.5700475265545497,0.5700475265545497,497575
5.0,0.75,0.0006054123584037269,0.6224177102833179,0.6224177102833179,497575
5.0,0.75,0.0007017038286703822,0.6853838228538393,0.6853838228538393,497575
5.0,0.75,0.0008133105582266928,0.7625235702783953,0.7625235702783953,497575
5.0,0.75,0.0009426684551178855,0.8592296098317308,0.8592296098317308,497575
5.0,0.75,0.001092600861117378,0.9840276044764461,0.9840276044764461,497575
5.0,0.75,0.0012663801734674022,1.151238096473625,1.151238096473625,497575
5.0,0.75,0.0014677992676220691,1.2866575518827834,1.2866575518827834,462962
5.0,0.75,0.0017012542798525892,1.301782963922339,1.301782963922339,386936
5.0,0.75,0.001971840556512642,1.3171840883925032,1.3171840883925032,322688
5.0,0.75,0.0022854638641349886,1.3341245033484492,1.3341245033484492,268773
5.0,0.75,0.0026489692876105267,1.3513725688724147,1.3513725688724147,223310
5.0,0.75,0.00307029062975785,1.3677766979273742,1.3677766979273742,184924
5.0,0.75,0.0035586235730509655,1.3848839234546202,1.3848839234546202,152807
5.0,0.75,0.004124626382901348,1.401930955831011,1.401930955831011,125933
5.0,0.75,0.00478065253300738,1.42252407817468,1.42252407817468,103744
5.0,0.75,0.005541020330009492,1.4434579536141354,1.4434579536141354,85206
5.0,0.75,0.006422325422229356,1.4656318440939755,1.4656318440939755,69807
5.0,0.75,0.007443803013251681,1.4819927957845263,1.4819927957845263,56782
5.0,0.75,0.008627747685955867,1.507074383814581,1.507074383814581,46307
5.0,0.75,0.01,1.5344967044702598,1.5344967044702598,37663
5.0,0.81,3.1622776601683795e-05,0.216121407356251,0.216121407356251,498745
5.0,0.81,3.665241237079626e-05,0.2232428238259339,0.2232428238259339,498745
5.0,0.81,4.248201698162608e-05,0.230849547230986,0.230849547230986,498745
5.0,0.81,4.9238826317067415e-05,0.23899293625787074,0.23899293625787074,498745
5.0,0.81,5.707031326057167e-05,0.24773186144215625,0.24773186144215625,498745
5.0,0.81,6.614740641230145e-05,0.25713413067000884,0.25713413067000884,498745
5.0,0.81,7.666822074546222e-05,0.267278252101876,0.267278252101876,498745
5.0,0.81,8.886238162743407e-05,0.27825563152617655,0.27825563152617655,498745
5.0,0.81,0.00010299603658099899,0.2901733343896146,0.2901733343896146,498745
5.0,0.81,0.00011937766417144357,0.3031575893754209,0.3031575893754209,498745
5.0,0.81,0.00013836480680324593,0.31735827668171446,0.31735827668171446,498745
5.0,0.81,0.0001603718743751331,0.33295473974921747,0.33295473974921747,498745
5.0,0.81,0.00018587918911465635,0.3501633992527277,0.3501633992527277,498745
5.0,0.81,0.00021544346900318823,0.36924785693987533,0.36924785693987533,498745
5.0,0.81,0.0002497099786006541,0.3905324939769404,0.3905324939769404,498745
5.0,0.81,0.0002894266124716752,0.4144210600955109,0.4144210600955109,498745
5.0,0.81,0.00033546021859540435,0.4414225297580437,0.4414225297580437,498745
5.0,0.81,0.00038881551803080855,0.47218777070081475,0.47218777070081475,498745
5.0,0.81,0.0004506570337745473,0.5075626950757121,0.5075626950757121,498745
5.0,0.81,0.0005223345074266843,0.5486672369975988,0.5486672369975988,498745
5.0,0.81,0.0006054123584037269,0.5970160873539483,0.5970160873539483,498745
5.0,0.81,0.0007017038286703822,0.654709432708667,0.654709432708667,498745
5.0,0.81,0.0008133105582266928,0.724746118475401,0.724746118475401,498745
5.0,0.81,0.0009426684551178855,0.8115618909324043,0.8115618909324043,498745
5.0,0.81,0.001092600861117378,0.9220071345200643,0.9220071345200643,498745
5.0,0.81,0.0012663801734674022,1.0672487329720233,1.0672487329720233,498745
5.0,0.81,0.0014677992676220691,1.2664749929743342,1.2664749929743342,498615
5.0,0.81,0.0017012542798525892,1.2943441578284878,1.2943441578284878,421485
5.0,0.81,0.001971840556512642,1.3096743400946098,1.3096743400946098,351925
5.0,0.81,0.0022854638641349886,1.3249473464978085,1.3249473464978085,293144
5.0,0.81,0.0026489692876105267,1.3413003548573734,1.3413003548573734,243755
5.0,0.81,0.00307029062975785,1.3574835866894621,1.3574835866894621,202134
5.0,0.81,0.0035586235730509655,1.3751682369419718,1.3751682369419718,167370
5.0,0.81,0.004124626382901348,1.3909119457564045,1.3909119457564045,138031
5.0,0.81,0.00478065253300738,1.4100986806897615,1.4100986806897615,113820
5.0,0.81,0.005541020330009492,1.430316091976428,1.430316091976428,93625
5.0,0.81,0.006422325422229356,1.4512185512673423,1.4512185512673423,76801
5.0,0.81,0.007443803013251681,1.470386771722933,1.470386771722933,62713
5.0,0.81,0.008627747685955867,1.4921098704625229,1.4921098704625229,51155
5.0,0.81,0.01,1.5192551778114447,1.5192551778114447,41709
5.0,0.87,3.1622776601683795e-05,0.2135508747550756,0.2135508747550756,503380
5.0,0.87,3.665241237079626e-05,0.2205011714825244,0.2205011714825244,503380
5.0,0.87,4.248201698162608e-05,0.2279191012152704,0.2279191012152704,503380
5.0,0.87,4.9238826317067415e-05,0.23585350217370363,0.23585350217370363,503380
5.0,0.87,5.707031326057167e-05,0.2443602585595432,0.2443602585595432,503380
5.0,0.87,6.614740641230145e-05,0.25350361877234534,0.25350361877234534,503380
5.0,0.87,7.666822074546222e-05,0.26335782107658456,0.26335782107658456,503380
5.0,0.87,8.886238162743407e-05,0.27400911376142456,0.27400911376142456,503380
5.0,0.87,0.00010299603658099899,0.2855582861851073,0.2855582861851073,503380
5.0,0.87,0.00011937766417144357,0.2981238680691603,0.2981238680691603,503380
5.0,0.87,0.00013836480680324593,0.3118462123545318,0.3118462123545318,503380
5.0,0.87,0.0001603718743751331,0.32689276004205825,0.32689276004205825,503380
5.0,0.87,0.00018587918911465635,0.343464906470183,0.343464906470183,503380
5.0,0.87,0.00021544346900318823,0.3618070676842212,0.3618070676842212,503380
5.0,0.87,0.0002497099786006541,0.38221881574144845,0.38221881574144845,503380
5.0,0.87,0.0002894266124716752,0.40507136737622274,0.40507136737622274,503380
5.0,0.87,0.00033546021859540435,0.43083036387453033,0.43083036387453033,503380
5.0,0.87,0.00038881551803080855,0.4600879327977979,0.4600879327977979,503380
5.0,0.87,0.0004506570337745473,0.493608765318908,0.493608765318908,503380
5.0,0.87,0.0005223345074266843,0.5323979188717126,0.5323979188717126,503380
5.0,0.87,0.0006054123584037269,0.5778033149717572,0.5778033149717572,503380
5.0,0.87,0.0007017038286703822,0.6316755761615086,0.6316755761615086,503380
5.0,0.87,0.0008133105582266928,0.6966264726211004,0.6966264726211004,503380
5.0,0.87,0.0009426684551178855,0.7764650882925095,0.7764650882925095,503380
5.0,0.87,0.001092600861117378,0.8769727378319008,0.8769727378319008,503380
5.0,0.87,0.0012663801734674022,1.0073692147938207,1.0073692147938207,503380
5.0,0.87,0.0014677992676220691,1.1833156029845473,1.1833156029845473,503380
5.0,0.87,0.0017012542798525892,1.2854848934296492,1.2854848934296492,454097
5.0,0.87,0.001971840556512642,1.3005781091846196,1.3005781091846196,379596
5.0,0.87,0.0022854638641349886,1.3151083712024803,1.3151083712024803,316441
5.0,0.87,0.0026489692876105267,1.331601771280799,1.331601771280799,263549
5.0,0.87,0.00307029062975785,1.3485026235977844,1.3485026235977844,219015
5.0,0.87,0.0035586235730509655,1.3636013523686765,1.3636013523686765,181309
5.0,0.87,0.004124626382901348,1.3801980585461164,1.3801980585461164,149878
5.0,0.87,0.00478065253300738,1.3967550072534682,1.3967550072534682,123578
5.0,0.87,0.005541020330009492,1.41796740860359,1.41796740860359,101923
5.0,0.87,0.006422325422229356,1.437056387808531,1.437056387808531,83671
5.0,0.87,0.007443803013251681,1.457229284508563,1.457229284508563,68521
5.0,0.87,0.008627747685955867,1.4758572352491013,1.4758572352491013,55895
5.0,0.87,0.01,1.5014531598280998,1.5014531598280998,45653
